"nms873"	"n616_ad4_zscore"	"cons"
"ZINC000601825"	0.757738331	NA	NA
"ZINC00060183170"	0.984816962	-1.446076765	-0.461259803
"ZINC000601841"	1.431848918	NA	NA
"ZINC0006018691"	0.585470474	-0.283837283	0.301633191
"ZINC000601874"	0.804973654	-1.148759688	-0.343786034
"ZINC0006019135"	NA	-0.673052365	NA
"ZINC000601958"	1.14805452	NA	NA
"ZINC000602090"	1.300623001	NA	NA
"ZINC000602092"	0.732846629	-0.008143267	0.724703362
"ZINC000602128"	0.111784867	-1.046050152	-0.934265285
"ZINC000602172"	0.414676439	-1.013615562	-0.598939123
"ZINC000602397"	1.029964413	NA	NA
"ZINC000602486"	0.966525199	-1.327149934	-0.360624735
"ZINC000602632"	0.762170537	NA	NA
"ZINC000602803"	1.087702913	-0.256808458	0.830894455
"ZINC000602818"	1.601542006	NA	NA
"ZINC000602902"	1.081050953	-0.932529087	0.148521866
"ZINC00060325170"	1.108809458	-0.65683507	0.451974388
"ZINC00060328032"	0.222459755	-0.045983622	0.176476133
"ZINC00060329723"	0.570308072	-1.056861682	-0.48655361
"ZINC000603769"	1.238282432	-0.532502475	0.705779957
"ZINC000603833"	NA	-1.181194278	NA
"ZINC0006047"	0.270481401	NA	NA
"ZINC0006069214"	0.271147983	NA	NA
"ZINC0006070457"	0.147335968	-0.446010234	-0.298674266
"ZINC000607214"	0.510002673	NA	NA
"ZINC000607289"	0.183802675	-0.386546819	-0.202744144
"ZINC000607803"	1.148620896	NA	NA
"ZINC000608172"	0.418471099	-1.689336191	-1.270865092
"ZINC000608180"	0.918598833	-1.310932639	-0.392333806
"ZINC000608204"	0.679078708	NA	NA
"ZINC000608205"	0.222703218	-0.764950371	-0.542247153
"ZINC000608213"	NA	-0.429792939	NA
"ZINC000608220"	NA	-0.148693158	NA
"ZINC000608225"	0.168826221	-0.754138841	-0.58531262
"ZINC000608233"	0.47611085	NA	NA
"ZINC000608245"	0.334688086	NA	NA
"ZINC000608261"	0.351125233	-0.348706464	0.00241876899999999
"ZINC000608284"	0.074650687	-0.60277742	-0.528126733
"ZINC000608296"	0.065883337	NA	NA
"ZINC000608304"	0.20559072	-1.316338404	-1.110747684
"ZINC000608336"	0.201160964	NA	NA
"ZINC000608359"	0.754867168	-0.408169879	0.346697289
"ZINC000608382"	0.55290456	-1.402830644	-0.849926084
"ZINC0006092865"	NA	-0.040577857	NA
"ZINC0006094"	0.435163413	-0.851442611	-0.416279198
"ZINC0006170"	0.544001648	-0.683863896	-0.139862248
"ZINC00061931499"	0.530816395	-0.6676466	-0.136830205
"ZINC00061944514"	NA	-0.937934852	NA
"ZINC000620751"	0.143445941	NA	NA
"ZINC000621853"	0.494608331	NA	NA
"ZINC000621893"	0.833698544	NA	NA
"ZINC000622123"	0.146111494	NA	NA
"ZINC000622126"	0.146111494	NA	NA
"ZINC00062260292"	0.868804224	-0.6676466	0.201157624
"ZINC00062260316"	1.028419658	-0.067606682	0.960812976
"ZINC000624098"	0.272066823	-0.608183185	-0.336116362
"ZINC0006245719"	0.434872656	-0.402764114	0.032108542
"ZINC000627"	NA	-0.370329524	NA
"ZINC0006300"	0.138931793	-0.224373868	-0.085442075
"ZINC0006310"	NA	-0.273025753	NA
"ZINC00063298464"	1.37037137	-1.5487863	-0.17841493
"ZINC00063539231"	1.068918501	-2.511012475	-1.442093974
"ZINC00063539381"	0.058662834	-0.862254141	-0.803591307
"ZINC00063539888"	1.564196424	-2.002870562	-0.438674138
"ZINC00063933734"	NA	-0.618994715	NA
"ZINC00064033452"	1.275420136	-0.521690945	0.753729191
"ZINC000640769"	0.917590775	-1.246063458	-0.328472683
"ZINC000642574"	0.075072126	-0.208156573	-0.133084447
"ZINC000643046"	1.170788653	-0.894688732	0.276099921
"ZINC000643138"	1.930988088	-0.764950371	1.166037717
"ZINC000643233"	0.883149174	-1.132542393	-0.249393219
"ZINC00064460091"	NA	-0.181127748	NA
"ZINC00064526913"	1.065924392	-0.429792939	0.636131453
"ZINC00064527743"	NA	-1.786639961	NA
"ZINC00064539506"	0.582177925	NA	NA
"ZINC00064622163"	NA	-0.948746382	NA
"ZINC00064633932"	0.996803754	-1.58122089	-0.584417136
"ZINC00064725931"	0.774373421	-0.867659907	-0.093286486
"ZINC00064746555"	1.460470079	-2.051522448	-0.591052369
"ZINC0006475935"	0.536545999	NA	NA
"ZINC0006481654"	0.349908049	-0.170316218	0.179591831
"ZINC00064857905"	0.527748545	-0.700081191	-0.172332646
"ZINC0006486"	0.25460396	-0.300054579	-0.045450619
"ZINC0006489"	NA	-0.364923759	NA
"ZINC0006568031"	NA	-1.181194278	NA
"ZINC00066066276"	0.956427688	-1.364990289	-0.408562601
"ZINC00066074200"	0.83840028	-0.435198704	0.403201576
"ZINC00066097879"	NA	-0.164910453	NA
"ZINC00066111849"	NA	-1.283903814	NA
"ZINC00066156654"	1.393294535	NA	NA
"ZINC00066166253"	0.605554504	-1.332555699	-0.727001195
"ZINC00066166864"	0.497144654	-1.521757475	-1.024612821
"ZINC00066252280"	1.128117654	NA	NA
"ZINC0006627681"	0.012227974	NA	NA
"ZINC00066322924"	0.74245953	NA	NA
"ZINC0006694"	0.48041988	-0.473039059	0.00738082100000004
"ZINC0006716459"	NA	-0.316271874	NA
"ZINC0006716700"	0.579739601	-1.029832857	-0.450093256
"ZINC0006716957"	1.511382671	-1.170382748	0.340999923
"ZINC0006717217"	1.029334144	-0.840631081	0.188703063
"ZINC0006717510"	1.429474973	-0.759544606	0.669930367
"ZINC0006717510z"	1.5479075	NA	NA
"ZINC0006717782"	1.057018565	-2.916444852	-1.859426287
"ZINC0006717791"	0.795268349	-1.50554018	-0.710271831
"ZINC0006718458"	0.618395953	-0.721704251	-0.103308298
"ZINC0006718478"	NA	-1.283903814	NA
"ZINC0006718665"	1.513019256	-1.283903814	0.229115442
"ZINC0006718666"	0.635876196	-1.219034633	-0.583158437
"ZINC0006718723"	1.566331065	-1.59203242	-0.025701355
"ZINC0006718813"	0.801405379	-0.278431518	0.522973861
"ZINC000674444"	0.375444944	-0.478444824	-0.10299988
"ZINC0006745272"	1.328128992	-0.521690945	0.806438047
"ZINC0006745792"	1.18751506	-0.732515781	0.454999279
"ZINC00067802526"	0.53965077	NA	NA
"ZINC00067961274"	NA	-1.55959783	NA
"ZINC00068120928"	1.667928257	-2.748866136	-1.080937879
"ZINC00068151184"	1.359219187	-0.975775207	0.38344398
"ZINC00068153186"	1.296573369	-0.678458131	0.618115238
"ZINC00068198368"	0.891028881	-0.224373868	0.666655013
"ZINC00068198368z"	0.912320855	NA	NA
"ZINC00068199903"	0.443710945	NA	NA
"ZINC00068202099"	1.625398861	-0.067606682	1.557792179
"ZINC00068202727"	1.717993354	NA	NA
"ZINC00068203488"	NA	-0.164910453	NA
"ZINC00068203670"	1.390054965	-1.467699825	-0.0776448599999999
"ZINC00068203755"	NA	-0.510879415	NA
"ZINC00068204830"	0.760255721	-1.175788513	-0.415532792
"ZINC00068205235"	0.85238146	-1.413642174	-0.561260714
"ZINC00068206341"	1.67519756	-0.791979196	0.883218364
"ZINC00068206550"	1.478311338	-1.192005808	0.28630553
"ZINC00068206930"	0.876939759	-1.327149934	-0.450210175
"ZINC00068208039"	1.763605923	-0.197345043	1.56626088
"ZINC00068208189"	1.177021921	-1.754205371	-0.57718345
"ZINC00068208690"	1.631725275	-1.067673213	0.564052062
"ZINC00068243575"	1.266414535	-2.619127776	-1.352713241
"ZINC00068244543"	0.842424971	-0.521690945	0.320734026
"ZINC00068244727"	NA	-2.294781874	NA
"ZINC00068244750"	1.225459437	-1.181194278	0.0442651590000001
"ZINC00068245097"	1.015814828	-0.105447038	0.91036779
"ZINC00068246140"	0.81684726	-1.029832857	-0.212985597
"ZINC00068247388"	NA	-1.035238622	NA
"ZINC00068247389"	0.883525322	-1.710959251	-0.827433929
"ZINC00068247444"	0.58005017	-0.370329524	0.209720646
"ZINC00068247544"	0.745296229	-0.002737502	0.742558727
"ZINC00068247723"	1.115516678	-0.808196491	0.307320187
"ZINC00068247898"	1.026933032	-0.532502475	0.494430557
"ZINC00068250425"	1.309039973	-0.521690945	0.787349028
"ZINC00068250462"	NA	-1.137948158	NA
"ZINC00068251434"	0.814895639	-0.478444824	0.336450815
"ZINC00068251500"	0.145723452	-1.089296273	-0.943572821
"ZINC00068266967"	1.318755645	-0.208156573	1.110599072
"ZINC00068267049"	1.002450721	-0.6676466	0.334804121
"ZINC00068267814"	0.869996292	-1.337961464	-0.467965172
"ZINC0006845076"	1.473424052	-1.186600043	0.286824009
"ZINC0006858022"	0.64281103	NA	NA
"ZINC000686"	0.053016961	NA	NA
"ZINC00068711428"	1.170878917	-1.846103377	-0.67522446
"ZINC0007042"	0.097324875	-0.424387174	-0.327062299
"ZINC00070466416"	1.531906182	-1.067673213	0.464232969
"ZINC00070466439"	1.349578848	-0.435198704	0.914380144
"ZINC00070466453"	0.067199074	NA	NA
"ZINC00070466461"	1.1394749	-0.478444824	0.661030076
"ZINC00070466463"	0.354162075	-0.948746382	-0.594584307
"ZINC00070471842"	1.334060999	-1.110919333	0.223141666
"ZINC00070471849"	1.33078355	-1.181194278	0.149589272
"ZINC000706"	0.522989484	NA	NA
"ZINC00070647144"	NA	-0.6676466	NA
"ZINC00070691524"	0.757363377	NA	NA
"ZINC00071257465"	0.506733263	-0.175721983	0.33101128
"ZINC00071318831"	1.03069501	NA	NA
"ZINC00071772017"	NA	-0.727110016	NA
"ZINC00071773472"	1.148151304	-0.175721983	0.972429321
"ZINC00071773625"	0.828288662	-0.65683507	0.171453592
"ZINC00071928291"	0.984816962	-0.764950371	0.219866591
"ZINC00072105034"	1.515266644	-0.256808458	1.258458186
"ZINC00072105034z"	1.529803488	NA	NA
"ZINC00072118116"	1.155057627	-0.418981409	0.736076218
"ZINC00072118635"	NA	-2.489389415	NA
"ZINC00072118726"	1.190872811	-1.851509142	-0.660636331
"ZINC00072135087"	1.218757293	NA	NA
"ZINC00072180432"	NA	-0.743327311	NA
"ZINC00072190123"	NA	-0.332489169	NA
"ZINC00072190218"	NA	-0.029766327	NA
"ZINC00072232757"	NA	-0.213562338	NA
"ZINC00072266312"	0.858274231	NA	NA
"ZINC00072266312z"	0.887244136	NA	NA
"ZINC00072267023"	NA	-0.294648814	NA
"ZINC00072315513"	0.04779688	NA	NA
"ZINC00072315647"	NA	-0.424387174	NA
"ZINC00072316197"	1.484277384	-0.743327311	0.740950073
"ZINC00072316335"	1.29116456	-1.824480317	-0.533315757
"ZINC00072316825"	1.160022663	-1.105513568	0.054509095
"ZINC00072317087"	NA	-1.710959251	NA
"ZINC00072317307"	NA	-1.45148253	NA
"ZINC00072317469"	1.278535471	-1.49472865	-0.216193179
"ZINC00072317473"	1.289948159	NA	NA
"ZINC00072317687"	NA	-0.148693158	NA
"ZINC00072318121"	1.384133123	-1.824480317	-0.440347194
"ZINC00072318146"	1.147841391	-0.651429305	0.496412086
"ZINC00072318149"	NA	-1.510945945	NA
"ZINC00072319585"	0.672797045	-0.348706464	0.324090581
"ZINC000724635"	NA	-0.65683507	NA
"ZINC000725713"	0.47571888	-0.51628518	-0.0405663
"ZINC0007274"	0.149679762	-0.467633294	-0.317953532
"ZINC00073069242"	1.032232381	-1.278498049	-0.246265668
"ZINC00073069247"	0.867630602	-0.51628518	0.351345422
"ZINC00073069252"	1.163416518	-0.53790824	0.625508278
"ZINC00073069271"	0.469020806	NA	NA
"ZINC00073069302"	0.925868547	-0.321677639	0.604190908
"ZINC00073096242"	1.403620241	-1.61365548	-0.210035239
"ZINC00073096245"	1.474410011	-2.370462584	-0.896052573
"ZINC00073196066"	0.62774388	NA	NA
"ZINC0007339"	NA	-0.040577857	NA
"ZINC00073488511"	1.241363748	-0.397358349	0.844005399
"ZINC0007368"	0.79014236	-0.105447038	0.684695322
"ZINC00073693"	NA	-0.483850589	NA
"ZINC0007382"	0.307499993	-0.883877202	-0.576377209
"ZINC0007455"	0.585009974	-0.413575644	0.17143433
"ZINC0007460"	0.175857975	-1.273092284	-1.097234309
"ZINC0007485953"	0.15743927	-0.181127748	-0.023688478
"ZINC000755692"	0.515006769	-0.61358895	-0.098582181
"ZINC0007601"	NA	-0.100041272	NA
"ZINC00076034"	NA	-0.208156573	NA
"ZINC0007697"	0.569522195	-0.943340617	-0.373818422
"ZINC00077024213"	1.321947548	-1.700147721	-0.378200173
"ZINC00077024226"	1.376200437	-0.067606682	1.308593755
"ZINC0007724"	NA	-0.170316218	NA
"ZINC00077286311"	1.121569667	-0.981180972	0.140388695
"ZINC00077320007"	0.341448891	-2.035305153	-1.693856262
"ZINC0007761"	0.321950515	-0.802790726	-0.480840211
"ZINC00078210787"	NA	-0.937934852	NA
"ZINC000783201"	0.176336085	NA	NA
"ZINC0007943"	0.11084135	-0.283837283	-0.172995933
"ZINC000797"	0.042200098	NA	NA
"ZINC0007992846"	0.254264996	-0.58115436	-0.326889364
"ZINC0007992850"	NA	-0.424387174	NA
"ZINC0007992856"	0.247191678	-0.191939278	0.0552524
"ZINC0007999073"	1.205548234	-1.229846163	-0.0242979289999998
"ZINC0008022464"	0.166458621	NA	NA
"ZINC0008022476"	0.572283041	-0.083823977	0.488459064
"ZINC0008022491"	NA	-0.370329524	NA
"ZINC0008022522"	0.656288411	NA	NA
"ZINC0008022535"	1.427322372	-0.727110016	0.700212356
"ZINC0008022586"	0.30927546	NA	NA
"ZINC0008022594"	1.214868096	NA	NA
"ZINC0008035014"	NA	-0.300054579	NA
"ZINC0008035268"	0.682684747	-0.802790726	-0.120105979
"ZINC0008035458"	NA	-0.067606682	NA
"ZINC0008036012"	NA	-1.278498049	NA
"ZINC000807071"	0.540501782	-0.164910453	0.375591329
"ZINC0008082"	NA	-0.051389387	NA
"ZINC0008099545"	NA	-0.5595313	NA
"ZINC0008107"	0.003152114	NA	NA
"ZINC0008143788"	0.033054129	-0.408169879	-0.37511575
"ZINC0008144259"	0.381204172	-0.132475863	0.248728309
"ZINC00082067500"	NA	-0.770356136	NA
"ZINC00082067502"	NA	-1.100107803	NA
"ZINC0008214360"	0.192193937	-0.5595313	-0.367337363
"ZINC0008214373"	0.344852642	NA	NA
"ZINC0008214383"	1.06539929	-5.527429361	-4.462030071
"ZINC0008214470"	NA	-0.500067885	NA
"ZINC0008214483"	1.065806717	-2.775894962	-1.710088245
"ZINC0008214484"	1.197974559	-0.63521201	0.562762549
"ZINC0008214494"	0.520903847	-0.651429305	-0.130525458
"ZINC0008214554"	0.809967261	-0.413575644	0.396391617
"ZINC0008214574"	1.093576893	-0.337894934	0.755681959
"ZINC0008214590"	1.073557748	NA	NA
"ZINC0008214612"	NA	-4.197611164	NA
"ZINC0008214619"	0.815499152	-1.019021327	-0.203522175
"ZINC0008214621"	0.239356951	-0.759544606	-0.520187655
"ZINC0008214623"	0.267190857	-0.105447038	0.161743819
"ZINC0008214632"	0.20817689	NA	NA
"ZINC0008214636"	0.932207799	NA	NA
"ZINC0008214644"	1.101174212	NA	NA
"ZINC0008214658"	1.013314069	-1.224440398	-0.211126329
"ZINC0008214684"	0.747935196	-0.900094497	-0.152159301
"ZINC0008214690"	0.761911178	-0.970369442	-0.208458264
"ZINC0008214692"	1.15970388	-4.727376137	-3.567672257
"ZINC0008214693"	0.745542493	-0.100041272	0.645501221
"ZINC0008214713"	NA	-0.413575644	NA
"ZINC0008214735"	NA	-0.094635507	NA
"ZINC0008214766"	0.677670189	NA	NA
"ZINC0008214783"	0.000347254	-0.58115436	-0.580807106
"ZINC0008214943"	0.023622876	NA	NA
"ZINC0008215517"	0.592630546	NA	NA
"ZINC00082158411"	NA	-1.278498049	NA
"ZINC00082165247"	1.055772343	-0.851442611	0.204329732
"ZINC0008218968"	0.31186215	-1.035238622	-0.723376472
"ZINC0008220909"	NA	-1.58122089	NA
"ZINC0008221225"	1.295405964	NA	NA
"ZINC0008234282"	NA	-0.013549032	NA
"ZINC0008234328"	0.075250973	-0.402764114	-0.327513141
"ZINC0008234351"	1.143577031	-1.981247502	-0.837670471
"ZINC000828676"	0.308855816	-0.473039059	-0.164183243
"ZINC00083253967"	1.574172366	-2.365056819	-0.790884453
"ZINC00083303361"	0.950621442	-1.408236409	-0.457614967
"ZINC000839816"	0.698566717	NA	NA
"ZINC000840177"	0.467700763	-1.024427092	-0.556726329
"ZINC00084088"	NA	-0.327083404	NA
"ZINC0008437018"	NA	-1.159571218	NA
"ZINC00084605049"	NA	-1.819074551	NA
"ZINC00084613"	0.689360527	NA	NA
"ZINC00084617535"	NA	-2.251535754	NA
"ZINC00084654490"	1.323863889	-0.770356136	0.553507753
"ZINC00084668615"	NA	-1.078484743	NA
"ZINC00084670255"	0.679177254	-0.608183185	0.0709940689999999
"ZINC00084708455"	0.889914104	-1.354178759	-0.464264655
"ZINC00084727467"	1.704611239	-1.775828431	-0.0712171920000002
"ZINC00084757007"	0.80028045	-0.132475863	0.667804587
"ZINC00084758235"	1.319174688	-0.575748595	0.743426093
"ZINC00084758479"	NA	-1.50554018	NA
"ZINC00084758480"	0.998324696	-1.019021327	-0.020696631
"ZINC00085205448"	0.404970216	NA	NA
"ZINC000853334"	0.67465444	-0.224373868	0.450280572
"ZINC00085427689"	0.752958839	NA	NA
"ZINC00085432549"	NA	-1.175788513	NA
"ZINC0008551105"	0.804265581	NA	NA
"ZINC00085534098"	0.197962932	-0.65683507	-0.458872138
"ZINC00085534336"	0.218978552	-0.391952584	-0.172974032
"ZINC00085536958"	NA	-0.424387174	NA
"ZINC00085537014"	1.042341508	NA	NA
"ZINC00085537026"	0.19833248	-0.986586737	-0.788254257
"ZINC00085537042"	0.689622491	-2.597504716	-1.907882225
"ZINC00085540202"	NA	-0.105447038	NA
"ZINC00085552699"	0.488254101	-3.148892748	-2.660638647
"ZINC00085555528"	NA	-0.181127748	NA
"ZINC00085557323"	0.307005582	NA	NA
"ZINC000856"	0.036141101	-0.586560125	-0.550419024
"ZINC0008577213"	NA	-1.019021327	NA
"ZINC0008577218"	0.894002181	-0.797384961	0.0966172199999999
"ZINC0008585017"	0.621619073	NA	NA
"ZINC0008590261"	0.944779313	-0.851442611	0.093336702
"ZINC000860"	0.059808073	-0.305460344	-0.245652271
"ZINC00086003193"	0.732765801	-0.483850589	0.248915212
"ZINC00086014468"	1.181020821	-1.235251928	-0.0542311070000001
"ZINC000861"	0.462512507	-0.148693158	0.313819349
"ZINC0008614303"	2.064744463	-0.759544606	1.305199857
"ZINC0008642525"	0.932380937	-1.867726437	-0.9353455
"ZINC000865051"	0.276816131	-0.802790726	-0.525974595
"ZINC0008717"	NA	-0.137881628	NA
"ZINC0008740122"	0.310046245	-0.727110016	-0.417063771
"ZINC00087493318"	1.069331834	-0.391952584	0.67737925
"ZINC00087496183"	0.140192588	NA	NA
"ZINC0008767"	NA	-0.408169879	NA
"ZINC0008780879"	1.072846401	NA	NA
"ZINC0008794"	0.248381344	-0.116258568	0.132122776
"ZINC00088261628"	NA	-1.419047939	NA
"ZINC0008829484"	0.001892306	NA	NA
"ZINC0008830550"	NA	-0.53790824	NA
"ZINC00088346058"	0.773745204	-0.283837283	0.489907921
"ZINC0008838164"	0.229990482	-0.386546819	-0.156556337
"ZINC0008855117"	NA	-0.262214223	NA
"ZINC00089469833"	1.25356099	-1.52716324	-0.27360225
"ZINC0008960"	0.020704168	-0.256808458	-0.23610429
"ZINC00089630340"	0.484636196	NA	NA
"ZINC00089630354"	0.548131702	-1.051455917	-0.503324215
"ZINC00089630357"	1.468576935	-1.521757475	-0.0531805400000001
"ZINC000896569"	0.218663441	NA	NA
"ZINC000896717"	1.438187765	-2.640750836	-1.202563071
"ZINC000897225"	0.584782319	NA	NA
"ZINC000897382"	1.989455166	-1.429859469	0.559595697
"ZINC00089763"	NA	-0.748733076	NA
"ZINC000898145"	0.658204448	-0.543314005	0.114890443
"ZINC000898237"	0.042200098	-0.824413786	-0.782213688
"ZINC000899824"	0.283703946	-1.127136628	-0.843432682
"ZINC000899870"	0.245649191	-1.175788513	-0.930139322
"ZINC000902197"	0.623220195	-0.197345043	0.425875152
"ZINC00090485237"	NA	-0.6676466	NA
"ZINC0009068446"	1.068340394	-1.035238622	0.033101772
"ZINC0009073"	NA	-0.381141054	NA
"ZINC000910"	0.042200098	NA	NA
"ZINC00091291806"	0.781636028	-0.186533513	0.595102515
"ZINC0009211540"	1.079741952	NA	NA
"ZINC0009212098"	1.429206375	-0.878471437	0.550734938
"ZINC0009212427"	NA	-0.078418212	NA
"ZINC0009225358"	NA	-0.051389387	NA
"ZINC0009230"	NA	-0.127070098	NA
"ZINC0009232411"	0.777318427	-1.046050152	-0.268731725
"ZINC0009262"	NA	-0.013549032	NA
"ZINC0009278"	NA	-0.370329524	NA
"ZINC000931"	NA	-0.386546819	NA
"ZINC0009311298"	1.369157992	NA	NA
"ZINC0009311439"	0.613478206	-0.900094497	-0.286616291
"ZINC0009350"	NA	-0.413575644	NA
"ZINC00094088493"	NA	-0.294648814	NA
"ZINC000941"	0.526073149	-0.159504688	0.366568461
"ZINC00094303099"	0.758079793	-1.532569005	-0.774489212
"ZINC00094303206"	NA	-2.321810699	NA
"ZINC0009441787"	1.101883547	-1.754205371	-0.652321824
"ZINC00095000617"	0.260474714	-1.45148253	-1.191007816
"ZINC00095099914"	0.891429929	-0.305460344	0.585969585
"ZINC00095099981"	NA	-0.57034283	NA
"ZINC00095100004"	0.850706314	-1.337961464	-0.48725515
"ZINC00095100106"	1.08629785	-1.073078978	0.0132188719999999
"ZINC00095452610"	NA	-0.051389387	NA
"ZINC00095537775"	0.862799961	NA	NA
"ZINC00095541799"	0.513488932	-1.040644387	-0.527155455
"ZINC00095550928"	1.554313331	-0.700081191	0.85423214
"ZINC00095550949"	1.163859752	-0.49466212	0.669197632
"ZINC00095551509"	NA	-0.127070098	NA
"ZINC00095553608"	NA	-0.50547365	NA
"ZINC00095558579"	NA	-0.50547365	NA
"ZINC00095564694"	0.002915996	NA	NA
"ZINC00095571779"	0.800245892	-0.170316218	0.629929674
"ZINC00095572830"	0.78080613	-1.305526874	-0.524720744
"ZINC00095573398"	NA	-0.905500262	NA
"ZINC00095579362"	NA	-0.618994715	NA
"ZINC00095579919"	1.049092784	-1.013615562	0.0354772219999999
"ZINC00095582938"	2.168749437	-0.683863896	1.484885541
"ZINC00095583412"	1.184541132	-1.278498049	-0.0939569169999999
"ZINC00095587486"	NA	-1.035238622	NA
"ZINC00095587536"	0.866941348	-0.213562338	0.65337901
"ZINC00095589740"	0.05379756	-1.46229406	-1.4084965
"ZINC00095591603"	1.181692891	-2.619127776	-1.437434885
"ZINC00095594040"	1.542740405	-2.402897175	-0.86015677
"ZINC00095598073"	3.417061518	-1.52716324	1.889898278
"ZINC00095616578"	0.712880031	-1.667713131	-0.9548331
"ZINC00095616580"	1.13172229	-1.662307366	-0.530585076
"ZINC00095616589"	0.912117796	-0.029766327	0.882351469
"ZINC00095616590"	0.7258537	NA	NA
"ZINC00095616592"	0.749645278	-0.462227529	0.287417749
"ZINC00095616594"	0.182819322	-0.700081191	-0.517261869
"ZINC00095616598"	1.227962221	-1.143353923	0.084608298
"ZINC00095616937"	1.476646606	-0.964963677	0.511682929
"ZINC00095619105"	NA	-0.429792939	NA
"ZINC00095627831"	NA	-0.846036846	NA
"ZINC00095627834"	NA	-2.089362803	NA
"ZINC00095627889"	NA	-1.424453704	NA
"ZINC00095641922"	0.843014674	-0.532502475	0.310512199
"ZINC00095641942"	NA	-0.5595313	NA
"ZINC00095644391"	1.263633649	-0.137881628	1.125752021
"ZINC00095644685"	0.757124012	NA	NA
"ZINC00095670835"	0.862306333	-0.456821764	0.405484569
"ZINC00095705079"	0.821014269	-0.175721983	0.645292286
"ZINC0009574770"	0.104358977	-0.986586737	-0.88222776
"ZINC0009576498"	0.596111365	-0.359517994	0.236593371
"ZINC000958"	NA	-0.148693158	NA
"ZINC00095803215"	NA	-0.65683507	NA
"ZINC00095803998"	1.372029601	-0.224373868	1.147655733
"ZINC00095837013"	NA	-0.700081191	NA
"ZINC00095920747"	0.382114196	-0.743327311	-0.361213115
"ZINC00095921158"	0.412047928	NA	NA
"ZINC00095921314"	NA	-0.694675426	NA
"ZINC00095926668"	1.148404675	-1.121730863	0.0266738120000001
"ZINC00095929260"	1.307082695	-1.429859469	-0.122776774
"ZINC00095930125"	1.039082243	-0.067606682	0.971475561
"ZINC00095930152"	0.93505029	-2.386679879	-1.451629589
"ZINC00095930185"	1.120350478	-2.019087858	-0.89873738
"ZINC00095930187"	0.740052802	-0.029766327	0.710286475
"ZINC00095930191"	0.87788007	-0.51628518	0.36159489
"ZINC00095930485"	1.201072108	-0.440604469	0.760467639
"ZINC00095936819"	0.875854114	NA	NA
"ZINC00096006009"	NA	-1.024427092	NA
"ZINC00096032874"	NA	-0.008143267	NA
"ZINC00096077632"	0.62777208	NA	NA
"ZINC00096095535"	0.005989138	-2.246129989	-2.240140851
"ZINC00096095661"	0.023677259	-1.164976983	-1.141299724
"ZINC00096170445"	0.809833448	NA	NA
"ZINC00096170447"	0.489470887	-0.127070098	0.362400789
"ZINC00096170449"	1.22475154	-2.256941519	-1.032189979
"ZINC00096170450"	1.231436978	-1.905566792	-0.674129814
"ZINC00096170452"	NA	-0.289243048	NA
"ZINC00096170454"	1.269422434	-0.110852803	1.158569631
"ZINC00096170456"	1.539858962	-0.954152147	0.585706815
"ZINC00096170459"	1.520080587	-1.47310559	0.046974997
"ZINC00096170461"	1.011987863	-0.586560125	0.425427738
"ZINC00096173500"	0.93141628	-1.46229406	-0.53087778
"ZINC00096174616"	1.220723136	-1.754205371	-0.533482235
"ZINC00096177816"	NA	-0.846036846	NA
"ZINC00096270216"	NA	-2.44073753	NA
"ZINC00096270862"	NA	-1.343367229	NA
"ZINC00096272772"	1.743044404	-2.029899388	-0.286854984
"ZINC00096273105"	NA	-0.489256355	NA
"ZINC00096283078"	NA	-0.705486956	NA
"ZINC00096283562"	NA	-0.808196491	NA
"ZINC00096285772"	1.402528858	-1.332555699	0.0699731589999999
"ZINC000968257"	NA	-0.716298486	NA
"ZINC000968262"	NA	-0.824413786	NA
"ZINC000968263"	NA	-0.813602256	NA
"ZINC000968264"	0.081248082	-0.651429305	-0.570181223
"ZINC000968266"	0.042200098	-0.462227529	-0.420027431
"ZINC000968336"	0.171765159	NA	NA
"ZINC000968337"	0.031620596	-0.018954797	0.012665799
"ZINC00096940334"	NA	-0.883877202	NA
"ZINC00096941868"	NA	-0.689269661	NA
"ZINC000970363"	0.010659338	NA	NA
"ZINC000973"	0.253907274	-0.510879415	-0.256972141
"ZINC000973810"	NA	-0.245996928	NA
"ZINC00097756593"	0.018925191	NA	NA
"ZINC00097956664"	1.004434579	-1.392019114	-0.387584535
"ZINC00098023167"	0.226716333	-0.937934852	-0.711218519
"ZINC00098023177"	1.527988143	-1.137948158	0.390039985
"ZINC00098023188"	1.061137313	-1.132542393	-0.0714050800000001
"ZINC00098043798"	NA	-0.873065672	NA
"ZINC00098043800"	1.424286205	-1.127136628	0.297149577
"ZINC00098043801"	1.038138226	-0.991992502	0.0461457240000001
"ZINC00098043813"	1.275228066	-1.083890508	0.191337558
"ZINC00098052504"	NA	-1.375801819	NA
"ZINC00098052868"	NA	-2.467766355	NA
"ZINC00098208070"	NA	-0.354112229	NA
"ZINC00098208524"	0.676710831	NA	NA
"ZINC00098208742"	1.013194443	-0.489256355	0.523938088
"ZINC00098209140"	NA	-0.764950371	NA
"ZINC000982093"	NA	-0.354112229	NA
"ZINC00098210305"	0.777318427	NA	NA
"ZINC000985403"	NA	-0.191939278	NA
"ZINC000cb-5083"	NA	-0.618994715	NA
"ZINC000upcdc-30245"	NA	-0.63521201	NA
"ZINC000z30691736"	1.340223719	NA	NA
